DZ,Dzname,SIMD_Overall.Rank,SIMD_Income.Rank,SIMD_Employment.Rank,SIMD_Health.Rank,SIMD_Crime.Count,SIMD_Crime.Rank,Population,Working.Age.Population,University.Qual,Lacode,Laname,SPCcode,SPCname,Postcode
S01010338,Milton East - 04,115,229,214,81,25,1187,547,349,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 7EF
S01010339,Milton East - 05,1299,1076,1127,1053,8,4202,537,336,0.07,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 7DT
S01010340,Summerston Central and West - 01,749,485,819,988,21,2472,768,494,0.11,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G23 5AH
S01010341,Summerston Central and West - 02,2934,2539.5,2701,2504,10,3900,601,387,0.13,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G23 5JX
S01010342,Summerston Central and West - 03,4278,4641,4040,3762,7,4923,636,472,0.10,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G23 5QE
S01010343,Summerston Central and West - 04,4756,5675,4559,3859,10,4781,848,643,0.11,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G23 5JP
S01010344,Summerston Central and West - 05,56,149,46,116,26,1628,690,497,0.01,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G22 7LN
S01010345,Summerston Central and West - 06,5243,5450,5494,5832,14,4057,894,644,0.16,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G23 5NE
S01010346,Summerston North - 01,4100,3806,3833,3252,19,3300,922,608,0.15,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 0BQ
S01010347,Summerston North - 02,484,573,593,421,29,2058,909,585,0.02,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 0TN
S01010348,Summerston North - 03,1826,1891,1762,1047,13,4542,998,619,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G23 5HY
S01010349,Summerston North - 04,1283,997.5,1503,986,27,2015,834,509,0.07,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G23 5PA
S01010350,Maryhill East - 01,487,324,637,508,24,2627,931,581,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G23 5EE
S01010351,Maryhill East - 02,1917,1837,2155,2656,25,2556,946,662,0.13,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G23 5DR
S01010352,Maryhill East - 03,448,495,400,657,16,2019,495,334,0.10,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 0SB
S01010353,Maryhill East - 04,89,156,58,162,83,388,1060,725,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 0JD
S01010354,Maryhill West - 01,820,781,919.5,381,25,2068,786,529,0.06,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 0EU
S01010355,Maryhill West - 02,524,805,509,222,45,910,861,612,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 0HJ
S01010356,Maryhill West - 03,1809,1802,1676,2497,44,865,816,599,0.11,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 0LJ
S01010357,Maryhill West - 04,250,520,63,149,23,1449,564,407,0.04,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 0JF
S01010358,Wyndford - 01,148,232,76,218,82,236,865,592,0.06,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 8JE
S01010359,Wyndford - 02,124,81,152,404,80,218,813,523,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 8JG
S01010360,Wyndford - 03,532,398,756,486,56,646,909,594,0.05,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 8DF
S01010361,Wyndford - 04,142,354,32,297,75,216,760,552,0.03,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 8DS
S01010362,Wyndford - 05,34,143,2,87,129,71,831,645,0.02,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G20 8HD
S01010363,Kelvindale - 01,4433,3950,3550,4307,10,4534,766,554,0.12,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G12 0LB
S01010364,Kelvindale - 02,6144,5651,5842,5787,14,4147.5,924,567,0.22,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G12 0JY
S01010365,Kelvindale - 03,6481,5866,6388,5631,16,4031,1011,662,0.26,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G12 0PJ
S01010366,Kelvindale - 04,6236,5905,5571,5102,5,6224,1065,775,0.12,S12000049,Glasgow City,S16000118,Glasgow Maryhill and Springburn,G12 0JZ
